,,,,,Personnes déplacées internes,,,,,Personnes retournées de RCA (Ex-PDI),,,,,Personnes retournées en provenance d'autre pays,,,,,source d'information (Nbre),Qualité de la données,,,
_ADM1_NAME,_ADM2_NAME,_ADM3_NAME,_V_CODE,_Village,idps,hh_idp,ind_idp,abris_pdi_site,abris_pdi_hors_site,retournes,hh_ret_rca,ind_ret_rca,abris_ret_site,abris_ret_hors_site,retournes_etrangers,hh_ret_oth,ind_ret_oth,abris_reto_site,abris_reto_hors_site,Nbre_Informateurs_cles,coherence_informateurs,coherence_observation,existence_preuves,perception_enumerateur
Basse-Kotto,Mobaye,Mobaye,CF6111_GBA_0002,GBAMA 2,non,0,0,0,0,non,0,0,0,0,oui,25,131,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_GBA_0001,GBAMANGUI,non,0,0,0,0,non,0,0,0,0,oui,74,351,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_KOM_0003,KOMODU 1,non,0,0,0,0,oui,1,5,0,1,oui,45,174,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_KOM_0004,KOMODU 2,non,0,0,0,0,oui,7,30,0,7,oui,39,173,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_LAT_0001,LATIN,non,0,0,0,0,non,0,0,0,0,oui,20,100,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_LAW_0001,LAWA,non,0,0,0,0,oui,14,76,0,14,oui,14,81,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_LOU_0001,LOUMBA,non,0,0,0,0,oui,14,81,0,14,oui,68,366,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_MOB_0001,MOBAYE POSTE,non,0,0,0,0,non,0,0,0,0,oui,29,173,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_NDO_0001,NDOUHOU,non,0,0,0,0,oui,12,59,0,12,oui,35,213,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_NZA_0001,NZAKARA BOUKOUMBE,non,0,0,0,0,non,0,0,0,0,oui,17,87,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_PAR_0001,PARIS CONGO 1,non,0,0,0,0,non,0,0,0,0,oui,57,148,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_PAR_0002,PARIS CONGO 2,non,0,0,0,0,non,0,0,0,0,oui,29,173,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_POT_0001,POTO POTO,non,0,0,0,0,oui,5,33,0,5,oui,120,541,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_RON_0001,RONGA,non,0,0,0,0,non,0,0,0,0,oui,67,192,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_SIN_0001,SINDA,non,0,0,0,0,oui,24,93,0,24,oui,10,87,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Mobaye,Mobaye,CF6111_TON_0001,TONGBA NZENGUE,non,0,0,0,0,non,0,0,0,0,oui,60,216,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Satéma,Kotto-Oubangui,CF6161_KOU_0001,KOUANGBA,oui,158,790,0,158,oui,150,750,0,150,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Satéma,Kotto-Oubangui,CF6161_LAK_0002,LAKOUNDJI 1,oui,1240,1403,0,1240,oui,107,535,0,107,oui,12,61,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Satéma,Kotto-Oubangui,CF6161_LAK_0003,LAKOUNDJI 2,oui,632,3160,0,632,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Basse-Kotto,Satéma,Kotto-Oubangui,CF6161_LAK_0004,LAKOUNDJI 3,oui,448,2240,0,448,oui,45,226,0,45,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haute-Kotto,Bria,Bria,CF5211_AMA_0001,AMAMEU,oui,794,3596,0,794,oui,165,821,0,165,non,0,0,0,0,4,oui_majorite,oui_majorite,en_partie,eleve
Haute-Kotto,Bria,Bria,CF5211_BOR_0001,BORNOU 1,oui,1473,6649,109,1364,oui,433,936,0,433,oui,43,76,0,43,5,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_BOR_0002,BORNOU 2,oui,421,2073,0,421,oui,158,422,0,158,non,0,0,0,0,4,oui_majorite,oui_majorite,oui_majorite,moyen
Haute-Kotto,Bria,Bria,CF5211_GAL_0001,GALABADJA,oui,456,2670,0,456,oui,59,305,0,59,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,eleve
Haute-Kotto,Bria,Bria,CF5211_GBA_0001,GBADOU,oui,1573,7482,23,1550,oui,217,922,0,217,non,0,0,0,0,5,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_GOB_0001,GOBOLO 1,oui,200,1214,0,200,oui,25,185,0,25,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_GOB_0002,GOBOLO 2,oui,117,1033,0,117,oui,87,817,0,87,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_LA _0001,LA SIM,oui,381,2094,132,249,oui,65,604,0,65,oui,13,106,0,13,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_MAN_0001,MANDE 1,oui,176,1401,0,176,oui,6,43,0,6,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haute-Kotto,Bria,Bria,CF5211_MAN_0002,MANDE 2,oui,158,976,0,158,oui,75,307,0,75,oui,27,173,0,27,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_MAN_0003,MANDE 3,oui,80,633,0,80,oui,10,64,0,10,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_MAN_0004,MANDE 4,oui,151,1202,0,151,oui,30,240,0,30,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_NDO_0001,NDOMENDE 1,oui,124,846,0,124,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_NDR_0001,NDROU 1,oui,137,1088,0,137,oui,8,62,0,8,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_NDR_0002,NDROU 3,oui,60,480,0,60,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_PK _0001,PK 3,oui,9104,50030,9104,0,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Bria,Bria,CF5211_YAN_0001,YANDOMO,oui,98,292,98,0,oui,10,28,10,0,non,0,0,0,0,3,oui_majorite,oui_majorite,pas_du_tout,moyen
Haute-Kotto,Yalinga,Yalinga,CF5231_DOU_0001,DOUNGOU,non,0,0,0,0,oui,19,95,0,19,non,0,0,0,0,3,oui_majorite,oui_majorite,pas_du_tout,eleve
Haute-Kotto,Yalinga,Yalinga,CF5231_DOU_0002,DOUNGOU 1 CROISEMENT,oui,30,150,0,30,oui,70,374,0,70,non,0,0,0,0,3,oui_majorite,oui_majorite,pas_du_tout,eleve
Haute-Kotto,Yalinga,Yalinga,CF5231_KPA_0001,KPAME,oui,25,150,0,25,oui,56,290,0,56,non,0,0,0,0,3,oui_majorite,oui_majorite,pas_du_tout,eleve
Haute-Kotto,Yalinga,Yalinga,CF5231_MBI_0001,MBIHI,oui,3,10,0,3,oui,83,401,0,83,non,0,0,0,0,4,oui_toutes,oui_majorite,oui_majorite,tres_eleve
Haute-Kotto,Yalinga,Yalinga,CF5231_NDA_0001,NDAIMA,oui,54,288,0,54,oui,116,613,0,116,non,0,0,0,0,4,oui_majorite,oui_majorite,oui_majorite,eleve
Haute-Kotto,Yalinga,Yalinga,CF5231_NGO_0001,NGOULIA,oui,24,126,0,24,oui,140,700,0,140,non,0,0,0,0,5,oui_majorite,oui_majorite,en_partie,eleve
Haute-Kotto,Yalinga,Yalinga,CF5231_NGU_0001,NGUI 1,oui,10,63,0,10,oui,42,228,0,42,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Haute-Kotto,Yalinga,Yalinga,CF5231_YAK_0001,YAKAMALET,oui,15,90,0,15,oui,55,330,0,55,non,0,0,0,0,3,oui_majorite,oui_majorite,pas_du_tout,moyen
Haute-Kotto,Yalinga,Yalinga,CF5231_YAL_0001,YALINGA,oui,31,212,28,3,oui,29,131,0,29,non,0,0,0,0,3,oui_majorite,oui_majorite,pas_du_tout,eleve
Haut-Mbomou,Bambouti,Lili,CF6321_ABO_0001,ABOSSI,oui,11,55,0,11,non,0,0,0,0,oui,28,140,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Bambouti,Lili,CF6321_BAZ_0001,BAZIGBIRI,oui,72,360,0,72,non,0,0,0,0,oui,7,35,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Bambouti,Lili,CF6321_GBA_0001,GBALIA,oui,30,150,0,30,non,0,0,0,0,oui,14,70,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Bambouti,Lili,CF6321_SEL_0001,SELIM,oui,18,94,0,18,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Djéma,Djéma,CF6341_BOK_0001,BOKINDO,oui,36,128,0,36,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Djéma,Djéma,CF6341_DJE_0001,DJEMA,oui,3008,15112,0,3008,oui,19,92,0,19,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Djéma,Djéma,CF6341_FOU_0000,FOUKA,oui,244,674,0,244,oui,23,183,0,23,oui,24,212,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Djéma,Djéma,CF6341_KAD_0001,KADJIMA,oui,53,206,0,53,oui,16,153,0,16,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Djéma,Djéma,CF6341_MAB_0001,MABOU,oui,107,311,0,107,oui,25,94,0,25,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Djéma,Djéma,CF6341_OUR_0001,OUROU,oui,189,498,0,189,oui,16,137,0,16,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Mboki,CF6312_ARA_0001,ARABE,oui,46,230,0,46,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Mboki,CF6312_BAL_0001,BALAGADANGBA,oui,112,564,0,112,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Mboki,CF6312_BAN_0001,BANGUI MPOKO,oui,442,2210,0,442,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Mboki,CF6312_MAN_0001,MANDO,oui,40,200,0,40,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Mboki,CF6312_MAN_0002,MANGUIAGNA,oui,49,245,0,49,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Mboki,CF6312_MBO_0003,MBOKI CENTRE,oui,30,150,0,30,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Mboki,CF6312_MBO_0004,MBOKI ESPOIR,oui,840,4200,0,840,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Mboki,CF6312_NDR_0001,NDRESSE,oui,14,70,0,14,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Mboki,CF6312_YEM_0001,YEMOUSSE,oui,102,510,0,102,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Obo,CF6311_ABO_0000,ABOUNA,oui,14,70,0,14,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_ARA_0001,ARABE,oui,15,80,0,15,non,0,0,0,0,non,0,0,0,,3,oui_majorite,en_partie,en_partie,moyen
Haut-Mbomou,Obo,Obo,CF6311_BAM_0000,BAMBITO,oui,140,655,119,21,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Obo,CF6311_COM_0000,COMBATTANT (BADONGO),oui,50,250,0,50,non,0,0,0,0,non,0,0,0,,3,en_partie,en_partie,en_partie,moyen
Haut-Mbomou,Obo,Obo,CF6311_DAK_0001,DAKATIMOUNGA,oui,57,285,0,57,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_FOU_0001,FOUKPIO,oui,20,100,0,20,non,0,0,0,0,non,0,0,0,,3,en_partie,en_partie,en_partie,moyen
Haut-Mbomou,Obo,Obo,CF6311_GNO_0001,GNONKORA,oui,36,164,0,75,non,0,0,0,0,oui,5,23,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Obo,CF6311_GOU_0000,GOUGBERE-BAZIMA,oui,102,514,0,102,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_GOU_0001,GOUGBERE-MBIA,oui,360,1800,0,360,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_KOU_0000,KOUBOU,oui,119,593,0,119,non,0,0,0,0,oui,4,20,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_KOU_0001,KOUROUKO 1,oui,90,448,0,90,non,0,0,0,0,oui,5,30,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_KOU_0002,KOUROUKO 2,oui,40,201,0,40,non,0,0,0,0,oui,3,15,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_LIG_0000,LIGOUA,oui,120,596,0,120,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_MAZ_0001,MAZANGUE,oui,18,85,0,18,non,0,0,0,0,non,0,0,0,,3,en_partie,en_partie,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_MOT_0000,MOTOPI,oui,185,833,127,58,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Obo,CF6311_NAI_0001,NAIROBI 1,oui,31,148,0,31,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Haut-Mbomou,Obo,Obo,CF6311_NAI_0002,NAIROBI 2,oui,89,449,0,89,non,0,0,0,0,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Haut-Mbomou,Obo,Obo,CF6311_NAI_0003,NAIROBI 3,oui,83,410,0,83,non,0,0,0,0,non,0,0,0,0,3,oui_toutes,oui_majorite,en_partie,eleve
Haut-Mbomou,Obo,Obo,CF6311_NAK_0001,NAKPANGA,oui,230,1274,130,100,oui,24,120,0,24,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Obo,Obo,CF6311_NGO_0000,NGOUME,oui,90,455,0,90,non,0,0,0,0,oui,5,25,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_NGU_0000,NGUILINGUILI,oui,91,440,0,91,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Obo,Obo,CF6311_SIK_0001,SIKOTARA,oui,26,129,0,26,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haut-Mbomou,Obo,Obo,CF6311_YAG_0000,YAGBA,oui,455,2265,383,72,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_ARG_0000,ARGUE,oui,923,3821,773,150,oui,355,1334,333,22,oui,84,368,59,25,3,oui_majorite,oui_majorite,oui_majorite,eleve
Haut-Mbomou,Zémio,Zémio,CF6331_BAN_0000,BANAIGUI,oui,49,214,0,49,oui,52,159,0,52,oui,8,28,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_BAN_0001,BANDAKPA,oui,15,110,0,15,oui,40,180,0,40,oui,14,104,0,14,3,en_partie,en_partie,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_BAN_0002,BANDASSI,oui,37,110,0,37,oui,120,518,0,120,oui,51,209,0,51,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_BEG_0000,BEGOUE,oui,8,10,0,8,oui,5,13,0,5,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_BIR_0000,BIROH,oui,25,70,0,25,oui,7,30,0,7,oui,1,8,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_BOD_0000,BODJOKPO,oui,5,25,0,5,oui,75,392,0,75,oui,110,833,0,110,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_FEN_0000,FENZANE,oui,14,31,0,14,oui,115,517,0,115,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_GBO_0000,GBONDI,oui,15,20,0,15,oui,5,16,0,5,oui,17,50,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_KAM_0000,KAMANDA,oui,75,148,0,75,oui,10,40,0,10,oui,6,13,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_KIT_0000,KITESSA,oui,422,925,0,422,oui,34,97,0,34,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_KON_0000,KONDO,oui,496,3355,0,496,oui,134,640,0,134,oui,335,1517,0,335,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_KOU_0000,KOUMBOLI,oui,203,847,0,203,oui,177,1062,0,177,oui,204,553,0,204,4,oui_majorite,oui_majorite,oui_majorite,tres_eleve
Haut-Mbomou,Zémio,Zémio,CF6331_KOU_0001,KOUMONOUNGO,oui,4,11,0,4,oui,4,7,0,4,oui,1,2,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_LIW_0000,LIWE,oui,9,23,0,9,oui,13,37,0,13,oui,12,18,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_MAB_0000,MABOUSSOU,oui,43,110,0,43,oui,17,43,0,17,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_MAH_0000,MAHAMAT,oui,400,5200,0,400,oui,105,260,0,105,oui,30,115,0,30,3,oui_majorite,oui_majorite,oui_majorite,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_MAM_0000,MAMA,oui,107,497,0,107,oui,133,431,0,133,oui,130,600,0,130,3,oui_majorite,oui_majorite,oui_majorite,tres_eleve
Haut-Mbomou,Zémio,Zémio,CF6331_NGO_0000,NGOUYO,oui,87,674,0,87,oui,1,2,0,1,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_SAN_0001,SANGOUZIRANI 2,oui,35,98,0,35,oui,80,704,0,80,oui,95,454,0,95,3,oui_majorite,oui_majorite,oui_majorite,tres_eleve
Haut-Mbomou,Zémio,Zémio,CF6331_TAM_0000,TAMBOURA,oui,13,9,0,13,oui,167,722,0,167,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Haut-Mbomou,Zémio,Zémio,CF6331_ZEP_0000,ZEPEROU,oui,600,1500,0,600,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Mbomou,Bakouma,Bakouma,CF6251_ANG_0001,ANGO,oui,6,35,0,6,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,eleve
Mbomou,Bakouma,Bakouma,CF6251_BAD_0001,BADOUNABI,oui,20,100,0,20,oui,200,1000,0,200,non,0,0,0,0,4,oui_majorite,oui_toutes,oui_majorite,eleve
Mbomou,Bakouma,Bakouma,CF6251_BAL_0001,BALIGUINI,oui,20,104,0,20,non,0,0,0,0,non,0,0,0,0,4,oui_majorite,oui_majorite,oui_majorite,eleve
Mbomou,Bakouma,Bakouma,CF6251_FAD_0002,FADAMA 1,oui,13,66,0,13,oui,36,198,0,36,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,eleve
Mbomou,Bakouma,Bakouma,CF6251_FAD_0003,FADAMA 2,oui,26,130,0,26,oui,54,270,0,54,non,0,0,0,0,4,oui_toutes,oui_majorite,oui_majorite,eleve
Mbomou,Bakouma,Bakouma,CF6251_GBO_0001,GBOLO,oui,38,142,0,38,oui,144,720,0,144,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,eleve
Mbomou,Bakouma,Bakouma,CF6251_KEN_0001,KENDO NAKANDO,oui,33,165,0,33,oui,5,25,0,5,non,0,0,0,0,3,oui_toutes,oui_majorite,oui_majorite,eleve
Mbomou,Bakouma,Bakouma,CF6251_KOU_0000,KOUANGA,oui,10,50,0,10,oui,55,280,0,55,non,0,0,0,0,4,oui_toutes,oui_toutes,oui_majorite,eleve
Mbomou,Bakouma,Bakouma,CF6251_KPA_0001,KPATOU,oui,26,130,0,26,non,0,0,0,0,non,0,0,0,0,4,oui_majorite,oui_toutes,oui_toutes,eleve
Mbomou,Bakouma,Bakouma,CF6251_LEN_0002,LENGO 1,oui,25,125,0,25,oui,20,102,0,20,non,0,0,0,0,3,oui_majorite,oui_toutes,en_partie,eleve
Mbomou,Bakouma,Bakouma,CF6251_MAM_0000,MAMADOU,oui,26,130,0,26,oui,260,1300,0,260,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Mbomou,Bakouma,Bakouma,CF6251_NGU_0001,NGUEREFARA,oui,343,797,0,343,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Mbomou,Bakouma,Bakouma,CF6251_PAS_0001,PASSIKI,oui,6,30,0,6,oui,77,388,0,77,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Mbomou,Bakouma,Bakouma,CF6251_ZIM_0001,ZIME,oui,11,55,0,11,oui,70,350,0,70,non,0,0,0,0,4,oui_toutes,oui_majorite,oui_majorite,eleve
Mbomou,Bangassou,Bangassou,CF6211_AOU_0000,AOUYA,oui,41,208,0,41,oui,33,172,0,33,oui,4,19,0,4,3,oui_majorite,oui_majorite,oui_majorite,eleve
Mbomou,Bangassou,Bangassou,CF6211_BAD_0001,BADAKOU,oui,3,15,0,3,non,0,0,0,0,oui,15,75,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Mbomou,Bangassou,Bangassou,CF6211_BAM_0001,BAMBARASSA,oui,20,100,0,20,non,0,0,0,0,oui,5,25,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Mbomou,Bangassou,Bangassou,CF6211_BAR_0000,BARAMA,oui,97,483,0,97,oui,10,53,0,10,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Mbomou,Bangassou,Bangassou,CF6211_BOU_0000,BOUKOUA,oui,125,625,0,125,oui,50,250,0,50,oui,95,475,0,95,3,oui_majorite,oui_majorite,oui_majorite,eleve
Mbomou,Bangassou,Bangassou,CF6211_DAK_0001,DAKPOUTOU,oui,30,145,0,30,oui,85,425,0,85,oui,8,45,0,8,4,oui_majorite,oui_majorite,en_partie,eleve
Mbomou,Bangassou,Bangassou,CF6211_DEM_0001,DEMBA SAYO,oui,3,45,0,3,non,0,0,0,0,non,0,0,0,0,4,oui_majorite,en_partie,oui_majorite,eleve
Mbomou,Bangassou,Bangassou,CF6211_GAM_0001,GAMBO,oui,57,270,0,57,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,acceptable
Mbomou,Bangassou,Bangassou,CF6211_GAM_0002,GAMOU,oui,270,1353,0,270,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Mbomou,Bangassou,Bangassou,CF6211_GBI_0001,GBIAKOTA,oui,453,2260,0,453,non,0,0,0,0,oui,18,89,0,18,4,oui_majorite,oui_majorite,en_partie,acceptable
Mbomou,Bangassou,Bangassou,CF6211_GOL_0000,GOLONGOTO,oui,56,265,0,56,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Mbomou,Bangassou,Bangassou,CF6211_GOU_0000,GOUNGERE,oui,37,195,0,37,oui,33,145,0,33,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,eleve
Mbomou,Bangassou,Bangassou,CF6211_KAI_0001,KAIMBA SAYO,oui,11,56,0,11,oui,5,18,0,5,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Mbomou,Bangassou,Bangassou,CF6211_KAM_0000,KAMANGBAGUE,oui,210,1050,0,210,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Mbomou,Bangassou,Bangassou,CF6211_KEM_0000,KEMBE LIGNE,oui,37,180,0,37,non,0,0,0,0,oui,25,124,0,25,3,oui_majorite,oui_majorite,oui_toutes,acceptable
Mbomou,Bangassou,Bangassou,CF6211_KOB_0001,KOBO,oui,89,445,0,89,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,tres_eleve
Mbomou,Bangassou,Bangassou,CF6211_KOD_0001,KODOKO,oui,6,30,0,6,non,0,0,0,0,oui,4,20,0,,3,oui_majorite,oui_majorite,en_partie,moyen
