PName1,PName2,PName3,PName4,RowcaCode4,DESCRIPTIO,CNTRY_NAME,ADM1_NAME,ADM2_NAME,ADM3_NAME,RowcaCode1,RowcaCode2,RowcaCode3
Ndekossi, ,0,0,CAF0430050030028,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ndemayassi, ,0,0,CAF0430050030029,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ngadja, ,0,0,CAF0430050030030,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ngaopou, ,0,0,CAF0430050030031,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ngrebirgui, ,0,0,CAF0430050030032,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Nguerekourou, ,0,0,CAF0430050030033,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ouadimi 1, ,0,0,CAF0430050030034,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ouadimi 2, ,0,0,CAF0430050030035,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ouaka 1, ,0,0,CAF0430050030036,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Randiwa, ,0,0,CAF0430050030037,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Randiwa 2+Balinga, ,0,0,CAF0430050030038,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Regbanga, ,0,0,CAF0430050030039,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Rekene, ,0,0,CAF0430050030040,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Sabanga, ,0,0,CAF0430050030041,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Soukouangou, ,0,0,CAF0430050030042,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Tchenebou, ,0,0,CAF0430050030043,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Tiango, ,0,0,CAF0430050030044,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Yanguere-Gramanda, ,0,0,CAF0430050030045,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ziguili, ,0,0,CAF0430050030046,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Zoubingui, ,0,0,CAF0430050030047,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ouamire, ,0,0,CAF0430050030048,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ndakra, ,0,0,CAF0430050030049,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Mbadjeloto, ,0,0,CAF0430050030050,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Ouadimi, ,0,0,CAF0430050030051,Village,CAF,Ouaka,Ippy,Baï¿½ï¿½dou-Ngoumb,CAF043,CAF043005,CAF043005003
Baboua, ,0,0,CAF0220030010001,Capital of Sub-prefecture,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Abba Gboka, ,0,0,CAF0220030010002,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Bakari,Bagari,0,0,CAF0220030010003,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Baro, ,0,0,CAF0220030010004,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Belamo, ,0,0,CAF0220030010005,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Beloko,Beleko-Centre,0,0,CAF0220030010006,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Bera-Boyere,Bera-Boyere,0,0,CAF0220030010007,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Bolaye, ,0,0,CAF0220030010008,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Bondiba, ,0,0,CAF0220030010009,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Bouloum, ,0,0,CAF0220030010010,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Boumon Kpetene, ,0,0,CAF0220030010011,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Daite, ,0,0,CAF0220030010012,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Deba,Deba,0,0,CAF0220030010013,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Dekesse, ,0,0,CAF0220030010014,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Dikidi, ,0,0,CAF0220030010015,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Doforo, ,0,0,CAF0220030010016,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Dole, ,0,0,CAF0220030010017,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Dole, ,0,0,CAF0220030010018,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Dole 2, ,0,0,CAF0220030010019,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Dole 3, ,0,0,CAF0220030010020,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Dombia, ,0,0,CAF0220030010021,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Dongbaike, ,0,0,CAF0220030010022,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Douala-Elevage, ,0,0,CAF0220030010023,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Foro, ,0,0,CAF0220030010024,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Gaingue, ,0,0,CAF0220030010025,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Garam Boulaye,Kombo Limite,0,0,CAF0220030010026,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Gbaguette, ,0,0,CAF0220030010027,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Gbang, ,0,0,CAF0220030010028,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Gounte, ,0,0,CAF0220030010029,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Guiwa, ,0,0,CAF0220030010030,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Kpetene, ,0,0,CAF0220030010031,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Kpokea 2, ,0,0,CAF0220030010032,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Kpokia 1, ,0,0,CAF0220030010033,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Lokoti-Yaliwen,Lokoti,0,0,CAF0220030010034,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Ndangoli Garba, ,0,0,CAF0220030010035,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Ndiba-Bouassa, ,0,0,CAF0220030010036,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Ndiba-Haoussa, ,0,0,CAF0220030010037,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Ngamongo, ,0,0,CAF0220030010038,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Nguenze,Ngueze,0,0,CAF0220030010039,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Nguenze Haoussa, ,0,0,CAF0220030010040,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Nguia-Bouar, ,0,0,CAF0220030010041,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Noubewena,Noubewina,0,0,CAF0220030010042,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Noutouwena, ,0,0,CAF0220030010043,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Omte, ,0,0,CAF0220030010044,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Omte, ,0,0,CAF0220030010045,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Pare 1, ,0,0,CAF0220030010046,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Pare 2, ,0,0,CAF0220030010047,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Peouri Haoussa, ,0,0,CAF0220030010048,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Peouri-Gbaya, ,0,0,CAF0220030010049,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Sabal, ,0,0,CAF0220030010050,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Sabal 2, ,0,0,CAF0220030010051,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Sabal 3, ,0,0,CAF0220030010052,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Sabongari, ,0,0,CAF0220030010053,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Sagani 2, ,0,0,CAF0220030010054,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Sagani 3, ,0,0,CAF0220030010055,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Sodea, ,0,0,CAF0220030010056,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Sombola, ,0,0,CAF0220030010057,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Tikera, ,0,0,CAF0220030010058,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Yagbe, ,0,0,CAF0220030010059,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Yangoe-Bobinga, ,0,0,CAF0220030010060,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Yerima, ,0,0,CAF0220030010061,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Yerima 1, ,0,0,CAF0220030010062,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Yerima Bolaye, ,0,0,CAF0220030010063,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Yonkoro, ,0,0,CAF0220030010064,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Zalingo Lokoti, ,0,0,CAF0220030010065,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Zaoro-Doua, ,0,0,CAF0220030010066,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Zembe, ,0,0,CAF0220030010067,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Zoukombo, ,0,0,CAF0220030010068,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Zoukoumbo, ,0,0,CAF0220030010069,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Bira Boyere, ,0,0,CAF0220030010070,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Sakani, ,0,0,CAF0220030010071,Village,CAF,Nana-Mambere,Baboua,Baboua,CAF022,CAF022003,CAF022003001
Bebenguere,Bebenguere,0,0,CAF0310040030001,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bebidjo, ,0,0,CAF0310040030002,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bebogda,Bebogda,0,0,CAF0310040030003,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bebounda, ,0,0,CAF0310040030004,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bebouzawe,Bebouzawe,0,0,CAF0310040030005,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Beboye 1,Beboy 1,0,0,CAF0310040030006,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Beboye 2,Beboy 2,0,0,CAF0310040030007,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Beboye 3,Beboy 3,0,0,CAF0310040030008,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Beby,Beby,0,0,CAF0310040030009,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bedamara 4,Bedamara,0,0,CAF0310040030010,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bedaya 1,Bedaya 1,0,0,CAF0310040030011,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bedi,Bedy,0,0,CAF0310040030012,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bedjangala, ,0,0,CAF0310040030013,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Begouladje, ,0,0,CAF0310040030014,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Beguila, ,0,0,CAF0310040030015,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bekam, ,0,0,CAF0310040030016,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bekobian, ,0,0,CAF0310040030017,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bekoro, ,0,0,CAF0310040030018,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bekoro 3, ,0,0,CAF0310040030019,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bekouna,Bekouna,0,0,CAF0310040030020,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bemakoro, ,0,0,CAF0310040030021,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bembor 1, ,0,0,CAF0310040030022,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bembor 2, ,0,0,CAF0310040030023,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bembor 3,Bembor 3,0,0,CAF0310040030024,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bemouli,Bemouly,0,0,CAF0310040030025,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Benah 1,Benanh 1,0,0,CAF0310040030026,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Benah 2,Benanh 2,0,0,CAF0310040030027,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Benamkor,Benamkor,0,0,CAF0310040030028,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bendou, ,0,0,CAF0310040030029,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bendouba,Bedouba,0,0,CAF0310040030030,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bengomar 1, ,0,0,CAF0310040030031,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bengor, ,0,0,CAF0310040030032,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bengorbo 2, ,0,0,CAF0310040030033,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bengoromb,Bengorbo 1,0,0,CAF0310040030034,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Benodil,Benodjile 1,0,0,CAF0310040030035,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Benodjile 2, ,0,0,CAF0310040030036,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Besaledoukou, ,0,0,CAF0310040030037,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Bessa,Bessa 1,0,0,CAF0310040030038,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Betebele, ,0,0,CAF0310040030039,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Betein 1,Betein 1,0,0,CAF0310040030040,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Betoboinda 3, ,0,0,CAF0310040030041,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Betokomia 1, ,0,0,CAF0310040030042,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Betokomia 2,Betokomia 2,0,0,CAF0310040030043,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Betokomia 3,Betokomia 3,0,0,CAF0310040030044,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Dalao,Dolao,0,0,CAF0310040030045,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Makandji, ,0,0,CAF0310040030046,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Nzereke,Nzereke,0,0,CAF0310040030047,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Poulao,Poulaou 2,0,0,CAF0310040030048,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Tolmbaye, ,0,0,CAF0310040030049,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Haute Mbomate, ,0,0,CAF0310040030050,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Begaville, ,0,0,CAF0310040030051,Village,CAF,Ouham Pende,Paoua,Bah-Bessar,CAF031,CAF031004,CAF031004003
Unknown, ,0,0,CAF0320060050001,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Badili, ,0,0,CAF0320060050002,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Besse,Besse,0,0,CAF0320060050003,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Bobara, ,0,0,CAF0320060050004,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Boudou, ,0,0,CAF0320060050005,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Dakoyo, ,0,0,CAF0320060050006,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Damandji 1, ,0,0,CAF0320060050007,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Danmandji, ,0,0,CAF0320060050008,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Dili, ,0,0,CAF0320060050009,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Dokaba, ,0,0,CAF0320060050010,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Donon, ,0,0,CAF0320060050011,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
"Gpt Ngaragba,Dagba", ,0,0,CAF0320060050012,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Gpt Sabo, ,0,0,CAF0320060050013,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Kadigo, ,0,0,CAF0320060050014,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Kaiboukoulo, ,0,0,CAF0320060050015,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Kobo, ,0,0,CAF0320060050016,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Kodingara, ,0,0,CAF0320060050017,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Korogbo,Gpt Korobo,0,0,CAF0320060050018,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Maissolo, ,0,0,CAF0320060050019,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Maitama, ,0,0,CAF0320060050020,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Mazikada, ,0,0,CAF0320060050021,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Ngartoubam, ,0,0,CAF0320060050022,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Ouogo Centre, ,0,0,CAF0320060050023,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Palla, ,0,0,CAF0320060050024,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Para, ,0,0,CAF0320060050025,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Satin, ,0,0,CAF0320060050026,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Tira 1, ,0,0,CAF0320060050027,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Tira 2, ,0,0,CAF0320060050028,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Sabo, ,0,0,CAF0320060050029,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Boabara, ,0,0,CAF0320060050030,Village,CAF,Ouham,Batangafo,Bakassa,CAF032,CAF032006,CAF032006005
Banda-Deka,Banda-Deka,0,0,CAF0610020040001,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Banda-Pele, ,0,0,CAF0610020040002,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Bangba, ,0,0,CAF0610020040003,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Betego, ,0,0,CAF0610020040004,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Bouidon, ,0,0,CAF0610020040005,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Bourda 1, ,0,0,CAF0610020040006,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Bourda 2, ,0,0,CAF0610020040007,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Dabissi, ,0,0,CAF0610020040008,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Dekoungba, ,0,0,CAF0610020040009,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Dekro, ,0,0,CAF0610020040010,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Djouegba, ,0,0,CAF0610020040011,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Douloukakpo, ,0,0,CAF0610020040012,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Doumandja, ,0,0,CAF0610020040013,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Fini-Kodro, ,0,0,CAF0610020040014,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbada 1, ,0,0,CAF0610020040015,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbada 1, ,0,0,CAF0610020040016,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbada 3, ,0,0,CAF0610020040017,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbakouli,Gbakouli 1,0,0,CAF0610020040018,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbakouli 2, ,0,0,CAF0610020040019,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbaloba, ,0,0,CAF0610020040020,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbeloba 1, ,0,0,CAF0610020040021,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbeloba 2, ,0,0,CAF0610020040022,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbeloba 3, ,0,0,CAF0610020040023,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gbouda, ,0,0,CAF0610020040024,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gboula, ,0,0,CAF0610020040025,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
Gboulouvou, ,0,0,CAF0610020040026,Village,CAF,Basse-Kotto,Alindao,Bakou,CAF061,CAF061002,CAF061002004
